"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"CA006158355","TORONTO CITY, ON CA","2018-11-21","0.2",,"-4.8","2.2","-11.9"
"CA006158355","TORONTO CITY, ON CA","2018-11-22","0.0",,"-8.7","-5.1","-12.3"
"CA006158355","TORONTO CITY, ON CA","2018-11-23","0.0","0.0","-0.7","3.8","-5.1"
"CA006158355","TORONTO CITY, ON CA","2018-11-24","4.6","10.0","4.4","6.7","2.1"
"CA006158355","TORONTO CITY, ON CA","2018-11-25","0.0",,"6.4","7.8","4.9"
"CA006158355","TORONTO CITY, ON CA","2018-11-26","26.9",,"4.5","6.8","2.2"
"CA006158355","TORONTO CITY, ON CA","2018-11-27","1.4",,"0.9","2.7","-0.9"
"CA006158355","TORONTO CITY, ON CA","2018-11-28","0.2","10.0","1.3","3.5","-0.9"
"CA006158355","TORONTO CITY, ON CA","2018-11-29","0.0",,"2.0","2.9","1.0"
"CA006158355","TORONTO CITY, ON CA","2018-11-30","0.2",,"2.0","2.9","1.1"
"CA006158355","TORONTO CITY, ON CA","2018-12-01","3.8","0.0","2.7","3.9","1.5"
"CA006158355","TORONTO CITY, ON CA","2018-12-02","11.7","0.0","7.4","10.9","3.8"
"CA006158355","TORONTO CITY, ON CA","2018-12-03","1.6",,"3.3","7.6","-1.0"
"CA006158355","TORONTO CITY, ON CA","2018-12-04","0.0",,"-2.0","-0.1","-3.8"
"CA006158355","TORONTO CITY, ON CA","2018-12-05","0.0",,"-1.2","2.1","-4.5"
"CA006158355","TORONTO CITY, ON CA","2018-12-06","0.2",,"-0.4","2.5","-3.2"
"CA006158355","TORONTO CITY, ON CA","2018-12-07","0.2","20.0","-5.1","-2.4","-7.7"
"CA006158355","TORONTO CITY, ON CA","2018-12-08","0.8",,"-2.0","0.3","-4.3"
"CA006158355","TORONTO CITY, ON CA","2018-12-09","0.0","10.0","-1.7","1.0","-4.4"
"CA006158355","TORONTO CITY, ON CA","2018-12-10","0.0","0.0","1.0","1.9","0.0"
"CA006158355","TORONTO CITY, ON CA","2018-12-11","0.0",,"-0.5","1.2","-2.2"
"CA006158355","TORONTO CITY, ON CA","2018-12-12","0.3",,"0.8","1.9","-0.4"
"CA006158355","TORONTO CITY, ON CA","2018-12-13","1.8","10.0","1.8","3.6","0.1"
"CA006158355","TORONTO CITY, ON CA","2018-12-14","3.2","0.0","4.3","6.1","2.4"
"CA006158355","TORONTO CITY, ON CA","2018-12-15","0.0","0.0","3.2","4.7","1.8"
"CA006158355","TORONTO CITY, ON CA","2018-12-17",,"0.0",,,
"CA006158355","TORONTO CITY, ON CA","2018-12-18","0.0","0.0","-2.6","-0.2","-5.0"
"CA006158355","TORONTO CITY, ON CA","2018-12-19","0.0",,"2.1","5.2","-1.0"
"CA006158355","TORONTO CITY, ON CA","2018-12-20","3.8",,"3.7","5.8","1.6"
"CA006158355","TORONTO CITY, ON CA","2018-12-21","12.6","10.0","3.0","6.2","-0.1"
"CA006158355","TORONTO CITY, ON CA","2018-12-22","0.0",,"-0.3","0.7","-1.4"
"CA006158355","TORONTO CITY, ON CA","2018-12-23","0.2",,"0.4","1.8","-0.9"
"CA006158355","TORONTO CITY, ON CA","2018-12-24","0.4","0.0","0.7","2.4","-1.0"
"CA006158355","TORONTO CITY, ON CA","2018-12-25","0.2",,"-0.1","1.3","-1.5"
"CA006158355","TORONTO CITY, ON CA","2018-12-26","0.0",,"-0.6","3.1","-4.2"
"CA006158355","TORONTO CITY, ON CA","2018-12-27","4.6",,"-1.1","3.8","-5.9"
"CA006158355","TORONTO CITY, ON CA","2018-12-28","1.8","10.0","7.5","11.3","3.7"
"CA006158355","TORONTO CITY, ON CA","2018-12-29","0.0","0.0","-0.8","4.2","-5.7"
"CA006158355","TORONTO CITY, ON CA","2018-12-30","1.3","20.0","-1.7","1.5","-4.9"
"CA006158355","TORONTO CITY, ON CA","2018-12-31","13.6","20.0","2.7","6.3","-0.9"
