"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"CA006158355","TORONTO CITY, ON CA","2017-12-20","0.0",,"0.1","3.1","-2.9"
"CA006158355","TORONTO CITY, ON CA","2017-12-21","2.7",,"-3.3","-1.8","-4.7"
"CA006158355","TORONTO CITY, ON CA","2017-12-22","3.4","50.0","-3.8","-1.8","-5.7"
"CA006158355","TORONTO CITY, ON CA","2017-12-23","3.1","50.0","-2.1","0.6","-4.8"
"CA006158355","TORONTO CITY, ON CA","2017-12-24","7.2","70.0","-3.0","-1.1","-4.8"
"CA006158355","TORONTO CITY, ON CA","2017-12-25","1.0","160.0","-6.8","-3.0","-10.5"
"CA006158355","TORONTO CITY, ON CA","2017-12-26","0.0","120.0","-12.3","-10.2","-14.4"
"CA006158355","TORONTO CITY, ON CA","2017-12-27","0.0","110.0","-13.9","-9.9","-17.9"
"CA006158355","TORONTO CITY, ON CA","2017-12-28","0.2","100.0","-15.7","-11.8","-19.6"
"CA006158355","TORONTO CITY, ON CA","2017-12-29","1.0","100.0","-10.8","-7.3","-14.3"
"CA006158355","TORONTO CITY, ON CA","2017-12-30","0.2","100.0","-12.5","-6.8","-18.1"
"CA006158355","TORONTO CITY, ON CA","2017-12-31","0.0","110.0","-17.0","-13.7","-20.2"
"CA006158355","TORONTO CITY, ON CA","2018-01-01","0.2","110.0","-13.3","-7.9","-18.6"
"CA006158355","TORONTO CITY, ON CA","2018-01-02","0.0","90.0","-9.8","-7.1","-12.5"
"CA006158355","TORONTO CITY, ON CA","2018-01-03","0.2","110.0","-8.3","-5.3","-11.2"
"CA006158355","TORONTO CITY, ON CA","2018-01-04","0.2","110.0","-13.7","-7.7","-19.7"
"CA006158355","TORONTO CITY, ON CA","2018-01-05","0.0","100.0","-17.7","-14.7","-20.6"
"CA006158355","TORONTO CITY, ON CA","2018-01-06","0.0","100.0","-18.9","-15.4","-22.3"
"CA006158355","TORONTO CITY, ON CA","2018-01-07","0.0","100.0","-9.3","-1.0","-17.5"
"CA006158355","TORONTO CITY, ON CA","2018-01-08","5.4","110.0","0.7","3.0","-1.7"
"CA006158355","TORONTO CITY, ON CA","2018-01-09","0.0","120.0","0.5","1.6","-0.6"
"CA006158355","TORONTO CITY, ON CA","2018-01-10","0.9","120.0","2.3","5.9","-1.3"
"CA006158355","TORONTO CITY, ON CA","2018-01-11","9.7","60.0","8.6","11.6","5.6"
"CA006158355","TORONTO CITY, ON CA","2018-01-12","16.5",,"0.4","11.9","-11.2"
"CA006158355","TORONTO CITY, ON CA","2018-01-13","0.2","10.0","-12.8","-11.0","-14.5"
"CA006158355","TORONTO CITY, ON CA","2018-01-14","0.0","10.0","-9.8","-5.4","-14.2"
"CA006158355","TORONTO CITY, ON CA","2018-01-15","3.2","10.0","-6.6","-5.1","-8.1"
"CA006158355","TORONTO CITY, ON CA","2018-01-16","1.1","60.0","-5.6","-2.4","-8.7"
"CA006158355","TORONTO CITY, ON CA","2018-01-17","0.0","60.0","-7.8","-4.6","-11.0"
"CA006158355","TORONTO CITY, ON CA","2018-01-18","0.0","50.0","-5.3","-3.0","-7.5"
"CA006158355","TORONTO CITY, ON CA","2018-01-19","0.0","40.0","-0.5","3.1","-4.0"
"CA006158355","TORONTO CITY, ON CA","2018-01-20","0.0","40.0","3.9","6.8","0.9"
"CA006158355","TORONTO CITY, ON CA","2018-01-21","0.2","10.0","2.1","4.2","-0.1"
"CA006158355","TORONTO CITY, ON CA","2018-01-22","11.8","10.0","2.0","3.0","0.9"
"CA006158355","TORONTO CITY, ON CA","2018-01-23","1.7",,"2.1","8.1","-4.0"
"CA006158355","TORONTO CITY, ON CA","2018-01-24","0.2",,"-7.2","-3.9","-10.4"
"CA006158355","TORONTO CITY, ON CA","2018-01-25","0.0","0.0","-5.4","-0.8","-10.0"
"CA006158355","TORONTO CITY, ON CA","2018-01-26","0.0",,"2.9","6.8","-1.0"
"CA006158355","TORONTO CITY, ON CA","2018-01-27","0.6","10.0","6.1","9.2","2.9"
"CA006158355","TORONTO CITY, ON CA","2018-01-28","0.0","0.0","2.1","5.5","-1.4"
"CA006158355","TORONTO CITY, ON CA","2018-01-29","5.8","0.0","-3.7","-1.1","-6.3"
"CA006158355","TORONTO CITY, ON CA","2018-01-30","0.4","70.0","-9.2","-6.2","-12.2"
"CA006158355","TORONTO CITY, ON CA","2018-01-31","1.5","40.0","-4.7","3.0","-12.3"
"CA006158355","TORONTO CITY, ON CA","2018-02-01","0.0","50.0","-1.7","5.6","-8.9"
"CA006158355","TORONTO CITY, ON CA","2018-02-02","0.2","30.0","-11.8","-8.6","-15.0"
"CA006158355","TORONTO CITY, ON CA","2018-02-03","1.0","30.0","-4.7","0.4","-9.7"
"CA006158355","TORONTO CITY, ON CA","2018-02-04","4.9","40.0","-3.5","1.8","-8.8"
"CA006158355","TORONTO CITY, ON CA","2018-02-05","0.0","50.0","-9.3","-6.6","-12.0"
"CA006158355","TORONTO CITY, ON CA","2018-02-06","0.2","50.0","-5.7","-3.2","-8.2"
"CA006158355","TORONTO CITY, ON CA","2018-02-07","7.5","60.0","-6.4","-4.1","-8.7"
"CA006158355","TORONTO CITY, ON CA","2018-02-08","0.0","130.0","-7.5","-5.2","-9.7"
"CA006158355","TORONTO CITY, ON CA","2018-02-09","4.7","120.0","-6.1","-3.5","-8.7"
"CA006158355","TORONTO CITY, ON CA","2018-02-10","5.8","170.0","-4.1","-3.0","-5.1"
"CA006158355","TORONTO CITY, ON CA","2018-02-11","2.9","210.0","-2.9","-0.6","-5.2"
"CA006158355","TORONTO CITY, ON CA","2018-02-12","0.3","170.0","-5.1","-1.8","-8.4"
"CA006158355","TORONTO CITY, ON CA","2018-02-13","0.0","170.0","-5.2","-0.8","-9.6"
"CA006158355","TORONTO CITY, ON CA","2018-02-14","0.0","160.0","2.4","5.7","-1.0"
"CA006158355","TORONTO CITY, ON CA","2018-02-15","0.0","130.0","6.4","9.6","3.1"
"CA006158355","TORONTO CITY, ON CA","2018-02-16","0.0","70.0","-0.1","4.8","-5.0"
"CA006158355","TORONTO CITY, ON CA","2018-02-17","0.0","70.0","-2.9","-0.4","-5.4"
"CA006158355","TORONTO CITY, ON CA","2018-02-18","0.0","70.0","1.6","4.5","-1.3"
"CA006158355","TORONTO CITY, ON CA","2018-02-19","13.3","50.0","3.2","5.8","0.6"
"CA006158355","TORONTO CITY, ON CA","2018-02-20","7.6","20.0","10.4","15.5","5.2"
"CA006158355","TORONTO CITY, ON CA","2018-02-21","6.6",,"6.7","14.6","-1.2"
"CA006158355","TORONTO CITY, ON CA","2018-02-22","0.2",,"-0.4","1.2","-1.9"
"CA006158355","TORONTO CITY, ON CA","2018-02-23","2.5",,"3.3","6.9","-0.3"
"CA006158355","TORONTO CITY, ON CA","2018-02-24","0.0",,"4.1","6.2","2.0"
"CA006158355","TORONTO CITY, ON CA","2018-02-25","4.3",,"7.1","12.8","1.4"
"CA006158355","TORONTO CITY, ON CA","2018-02-26","0.0",,"4.5","8.3","0.7"
"CA006158355","TORONTO CITY, ON CA","2018-02-27","0.0",,"7.2","13.4","0.9"
"CA006158355","TORONTO CITY, ON CA","2018-03-06",,,"0.1",,
"CA006158355","TORONTO CITY, ON CA","2018-03-07",,,"2.0","2.9","0.2"
"CA006158355","TORONTO CITY, ON CA","2018-03-08","0.0",,"-0.2","3.1","-2.5"
"CA006158355","TORONTO CITY, ON CA","2018-03-09","0.0",,"0.8","5.3","-2.5"
"CA006158355","TORONTO CITY, ON CA","2018-03-10","0.3",,"-0.1","5.3","-2.1"
"CA006158355","TORONTO CITY, ON CA","2018-03-11","0.0",,"-0.4","3.9","-3.4"
"CA006158355","TORONTO CITY, ON CA","2018-03-12","0.0",,"-0.9","3.9","-3.4"
"CA006158355","TORONTO CITY, ON CA","2018-03-13","1.0","10.0","-0.8","1.9","-2.7"
"CA006158355","TORONTO CITY, ON CA","2018-03-14","0.3",,"-0.1","2.6","-2.7"
"CA006158355","TORONTO CITY, ON CA","2018-03-15","0.0",,"0.0","6.4","-3.7"
"CA006158355","TORONTO CITY, ON CA","2018-03-16","0.3",,"-2.6","6.4","-6.7"
"CA006158355","TORONTO CITY, ON CA","2018-03-17","0.0",,"-0.4",,
"CA006158355","TORONTO CITY, ON CA","2018-03-18","0.0",,"-0.1","6.4","-4.3"
"CA006158355","TORONTO CITY, ON CA","2018-03-19","0.0",,"-2.0","6.4","-6.3"
"CA006158355","TORONTO CITY, ON CA","2018-03-20","0.0","10.0","-2.2","1.4","-6.3"
"CA006158355","TORONTO CITY, ON CA","2018-03-21","0.0",,"0.6",,
"CA006158355","TORONTO CITY, ON CA","2018-03-22","0.0",,"0.7","6.2","-3.7"
"CA006158355","TORONTO CITY, ON CA","2018-03-23","0.0",,"0.3","5.4","-3.1"
"CA006158355","TORONTO CITY, ON CA","2018-03-24","0.0",,"-0.4","4.9","-4.0"
"CA006158355","TORONTO CITY, ON CA","2018-03-25","0.0",,"-2.0","2.9","-6.5"
"CA006158355","TORONTO CITY, ON CA","2018-03-26","0.0","10.0","2.8","6.7","-6.5"
"CA006158355","TORONTO CITY, ON CA","2018-03-27","2.3","10.0","4.1","7.3","0.9"
"CA006158355","TORONTO CITY, ON CA","2018-03-28","1.5","10.0","5.4","7.5","2.8"
"CA006158355","TORONTO CITY, ON CA","2018-03-29","1.3","10.0","4.9","8.2","2.8"
"CA006158355","TORONTO CITY, ON CA","2018-03-30","13.7","10.0","4.3",,
"CA006158355","TORONTO CITY, ON CA","2018-03-31","0.0","10.0","3.4",,
"CA006158355","TORONTO CITY, ON CA","2018-04-01","3.0",,"2.1","8.3","-2.6"
"CA006158355","TORONTO CITY, ON CA","2018-04-02","0.0",,"1.9",,
"CA006158355","TORONTO CITY, ON CA","2018-04-03","0.0",,"3.5","6.5","-1.2"
"CA006158355","TORONTO CITY, ON CA","2018-04-04","22.4",,"3.2",,
"CA006158355","TORONTO CITY, ON CA","2018-04-05","0.3",,"-1.3","5.7","-3.9"
"CA006158355","TORONTO CITY, ON CA","2018-04-06","1.3",,"0.9",,
"CA006158355","TORONTO CITY, ON CA","2018-04-07","0.3",,"-1.2","5.4","-4.4"
"CA006158355","TORONTO CITY, ON CA","2018-04-08","0.0",,"-0.9","2.2","-4.4"
"CA006158355","TORONTO CITY, ON CA","2018-04-09","0.0",,"-0.8","2.7","-3.6"
"CA006158355","TORONTO CITY, ON CA","2018-04-10","0.0",,"1.9","5.3","-1.0"
"CA006158355","TORONTO CITY, ON CA","2018-04-11","0.0",,"2.8","5.8","-1.0"
"CA006158355","TORONTO CITY, ON CA","2018-04-12","2.8",,"4.4",,
"CA006158355","TORONTO CITY, ON CA","2018-04-13","0.8",,"5.3","13.4","1.2"
"CA006158355","TORONTO CITY, ON CA","2018-04-14","14.5",,"1.9",,
"CA006158355","TORONTO CITY, ON CA","2018-04-15","25.9",,"-1.8","4.6","-3.8"
"CA006158355","TORONTO CITY, ON CA","2018-04-16","45.7",,"2.0","4.0","-2.9"
"CA006158355","TORONTO CITY, ON CA","2018-04-17","8.4",,"0.9","4.0","-0.8"
"CA006158355","TORONTO CITY, ON CA","2018-04-18","0.3",,"2.8","4.7","-0.8"
"CA006158355","TORONTO CITY, ON CA","2018-04-19","0.0",,"2.4","4.7","1.0"
"CA006158355","TORONTO CITY, ON CA","2018-04-20","0.0",,"3.0",,
"CA006158355","TORONTO CITY, ON CA","2018-04-21","0.0",,"6.6",,
"CA006158355","TORONTO CITY, ON CA","2018-04-22","0.0",,"9.9",,
"CA006158355","TORONTO CITY, ON CA","2018-04-23","0.0",,"11.6","15.1","3.2"
"CA006158355","TORONTO CITY, ON CA","2018-04-24","0.0",,"12.4",,
"CA006158355","TORONTO CITY, ON CA","2018-04-25","12.2",,"9.3","16.3","7.7"
"CA006158355","TORONTO CITY, ON CA","2018-04-26","7.9",,"8.3",,
"CA006158355","TORONTO CITY, ON CA","2018-04-27","0.0",,"10.3","16.4","4.2"
"CA006158355","TORONTO CITY, ON CA","2018-04-28","3.6",,"7.6",,
"CA006158355","TORONTO CITY, ON CA","2018-04-29","0.3",,"4.7",,
"CA006158355","TORONTO CITY, ON CA","2018-04-30","0.0",,"10.2",,
"CA006158355","TORONTO CITY, ON CA","2018-05-01","0.0",,"15.2",,
"CA006158355","TORONTO CITY, ON CA","2018-05-02","0.0",,"20.1",,
"CA006158355","TORONTO CITY, ON CA","2018-05-03","0.0",,"19.8","26.3","13.3"
"CA006158355","TORONTO CITY, ON CA","2018-05-04","9.4",,"14.1",,
"CA006158355","TORONTO CITY, ON CA","2018-05-05","0.0",,"14.4","24.0","8.5"
"CA006158355","TORONTO CITY, ON CA","2018-05-06","0.0",,"16.1","24.1","8.5"
"CA006158355","TORONTO CITY, ON CA","2018-05-07","0.3",,"13.9","17.4","11.0"
"CA006158355","TORONTO CITY, ON CA","2018-05-08","0.0",,"13.7","17.8","8.5"
"CA006158355","TORONTO CITY, ON CA","2018-05-09","0.0",,"15.6",,
"CA006158355","TORONTO CITY, ON CA","2018-05-10","2.0",,"17.6","23.3","11.4"
"CA006158355","TORONTO CITY, ON CA","2018-05-11","0.0",,"8.8",,
"CA006158355","TORONTO CITY, ON CA","2018-05-12","0.0",,"10.4","13.6","6.3"
"CA006158355","TORONTO CITY, ON CA","2018-05-13","0.0",,"12.8","16.5","8.0"
"CA006158355","TORONTO CITY, ON CA","2018-05-14","0.0",,"14.4","20.6","8.0"
"CA006158355","TORONTO CITY, ON CA","2018-05-15","19.8",,"17.3","20.8","8.6"
"CA006158355","TORONTO CITY, ON CA","2018-05-16","0.0",,"14.6","21.6","10.3"
"CA006158355","TORONTO CITY, ON CA","2018-05-17","0.0",,"17.4","25.1","10.3"
"CA006158355","TORONTO CITY, ON CA","2018-05-18","0.0",,"14.4","25.4","10.6"
"CA006158355","TORONTO CITY, ON CA","2018-05-19","8.9",,"12.3","15.9","8.9"
"CA006158355","TORONTO CITY, ON CA","2018-05-20","4.1",,"16.2",,
"CA006158355","TORONTO CITY, ON CA","2018-05-21","0.0",,"14.9",,
"CA006158355","TORONTO CITY, ON CA","2018-05-22","5.8",,"15.0","21.6","8.9"
"CA006158355","TORONTO CITY, ON CA","2018-05-23","0.0",,"18.1",,
"CA006158355","TORONTO CITY, ON CA","2018-05-24","0.0",,"20.2",,
"CA006158355","TORONTO CITY, ON CA","2018-05-25","0.0",,"22.8","28.0","13.3"
"CA006158355","TORONTO CITY, ON CA","2018-05-26","0.0",,"22.6","28.5","16.7"
"CA006158355","TORONTO CITY, ON CA","2018-05-27","0.0",,"20.5","27.3","16.4"
"CA006158355","TORONTO CITY, ON CA","2018-05-28","0.0",,"21.2",,
"CA006158355","TORONTO CITY, ON CA","2018-05-29","0.0",,"23.8","30.1","16.5"
"CA006158355","TORONTO CITY, ON CA","2018-05-30","0.0",,"21.9",,
"CA006158355","TORONTO CITY, ON CA","2018-05-31","0.3",,"24.4",,
"CA006158355","TORONTO CITY, ON CA","2018-06-01","2.5",,"23.2","28.6","19.5"
"CA006158355","TORONTO CITY, ON CA","2018-06-02","0.0",,"17.8","28.2","14.0"
"CA006158355","TORONTO CITY, ON CA","2018-06-03","0.0",,"17.2","20.5","14.0"
"CA006158355","TORONTO CITY, ON CA","2018-06-04","0.5",,"17.5",,
"CA006158355","TORONTO CITY, ON CA","2018-06-05","0.8",,"13.8",,
"CA006158355","TORONTO CITY, ON CA","2018-06-06","0.0",,"12.7",,
"CA006158355","TORONTO CITY, ON CA","2018-06-07","0.0",,"16.8",,
"CA006158355","TORONTO CITY, ON CA","2018-06-08","0.0",,"18.6",,
"CA006158355","TORONTO CITY, ON CA","2018-06-09","0.0",,"19.0",,
"CA006158355","TORONTO CITY, ON CA","2018-06-10","0.0",,"18.7","23.8","14.2"
"CA006158355","TORONTO CITY, ON CA","2018-06-11","0.0",,"17.9","21.9","13.4"
"CA006158355","TORONTO CITY, ON CA","2018-06-12","0.0",,"19.3",,
"CA006158355","TORONTO CITY, ON CA","2018-06-13","0.0",,"21.7",,
"CA006158355","TORONTO CITY, ON CA","2018-06-14","8.6",,"20.1","27.3","16.4"
"CA006158355","TORONTO CITY, ON CA","2018-06-15","0.0",,"19.7","24.4","14.0"
"CA006158355","TORONTO CITY, ON CA","2018-06-16","0.0",,"21.3",,
"CA006158355","TORONTO CITY, ON CA","2018-06-17","0.0",,"23.9",,
"CA006158355","TORONTO CITY, ON CA","2018-06-18","17.3",,"26.0","33.0","18.2"
"CA006158355","TORONTO CITY, ON CA","2018-06-19","1.3",,"20.8","33.0","18.1"
"CA006158355","TORONTO CITY, ON CA","2018-06-20","0.0",,"19.6","23.5","16.4"
"CA006158355","TORONTO CITY, ON CA","2018-06-21","0.0",,"19.1","23.5","16.4"
"CA006158355","TORONTO CITY, ON CA","2018-06-22","0.0",,"17.7","21.6","14.7"
"CA006158355","TORONTO CITY, ON CA","2018-06-23","4.3",,"17.7","21.6","14.7"
"CA006158355","TORONTO CITY, ON CA","2018-06-24","20.3",,"18.1",,
"CA006158355","TORONTO CITY, ON CA","2018-06-25","0.5",,"18.7","22.9","14.4"
"CA006158355","TORONTO CITY, ON CA","2018-06-26","0.0",,"18.2","23.2","13.1"
"CA006158355","TORONTO CITY, ON CA","2018-06-27","6.9",,"18.8","23.1","13.1"
"CA006158355","TORONTO CITY, ON CA","2018-06-28","0.0",,"22.3",,
"CA006158355","TORONTO CITY, ON CA","2018-06-29","0.0",,"25.4",,
"CA006158355","TORONTO CITY, ON CA","2018-06-30","0.0",,"26.3",,
"CA006158355","TORONTO CITY, ON CA","2018-07-01","0.0",,"27.6","32.4","21.0"
"CA006158355","TORONTO CITY, ON CA","2018-07-02","0.0",,"27.4","32.7","22.9"
"CA006158355","TORONTO CITY, ON CA","2018-07-03","0.0",,"26.5","31.6","19.0"
"CA006158355","TORONTO CITY, ON CA","2018-07-04","0.0",,"26.3",,
"CA006158355","TORONTO CITY, ON CA","2018-07-05","0.0",,"26.9","32.6","21.3"
"CA006158355","TORONTO CITY, ON CA","2018-07-06","6.6",,"22.0",,
"CA006158355","TORONTO CITY, ON CA","2018-07-07","0.0",,"20.7",,
"CA006158355","TORONTO CITY, ON CA","2018-07-08","0.0",,"22.7",,
"CA006158355","TORONTO CITY, ON CA","2018-07-09","0.0",,"24.3",,
"CA006158355","TORONTO CITY, ON CA","2018-07-10","0.0",,"26.3","31.9","17.1"
"CA006158355","TORONTO CITY, ON CA","2018-07-11","0.0",,"21.0","30.5","18.0"
"CA006158355","TORONTO CITY, ON CA","2018-07-16",,,"25.8",,
"CA006158355","TORONTO CITY, ON CA","2018-07-17","3.0",,"24.0",,
"CA006158355","TORONTO CITY, ON CA","2018-07-18","0.0",,"20.7","28.7","17.1"
"CA006158355","TORONTO CITY, ON CA","2018-07-19","0.0",,"21.6",,
"CA006158355","TORONTO CITY, ON CA","2018-07-20","0.0",,"23.8",,
"CA006158355","TORONTO CITY, ON CA","2018-07-21","1.0",,"23.9","28.6","19.0"
"CA006158355","TORONTO CITY, ON CA","2018-07-22","21.3",,"20.3",,
"CA006158355","TORONTO CITY, ON CA","2018-07-23","0.0",,"23.2","27.4","17.4"
"CA006158355","TORONTO CITY, ON CA","2018-07-24","0.0",,"24.9",,
"CA006158355","TORONTO CITY, ON CA","2018-07-25","17.8",,"24.3","30.0","22.0"
"CA006158355","TORONTO CITY, ON CA","2018-07-26","0.0",,"22.9","29.7","18.1"
"CA006158355","TORONTO CITY, ON CA","2018-07-27","0.0",,"22.4","28.8","18.1"
"CA006158355","TORONTO CITY, ON CA","2018-07-28","0.0",,"20.3","26.9","16.8"
"CA006158355","TORONTO CITY, ON CA","2018-07-29","0.0",,"20.1",,
"CA006158355","TORONTO CITY, ON CA","2018-07-30","0.0",,"21.7","26.5","14.6"
"CA006158355","TORONTO CITY, ON CA","2018-07-31","0.0",,"22.2","25.8","17.8"
"CA006158355","TORONTO CITY, ON CA","2018-08-01","0.0",,"23.7","26.0","19.4"
"CA006158355","TORONTO CITY, ON CA","2018-08-02","0.0",,"23.7",,
"CA006158355","TORONTO CITY, ON CA","2018-08-03","0.0",,"23.9","28.4","20.1"
"CA006158355","TORONTO CITY, ON CA","2018-08-04","0.0",,"24.6",,
"CA006158355","TORONTO CITY, ON CA","2018-08-05","0.0",,"26.1",,
"CA006158355","TORONTO CITY, ON CA","2018-08-06","0.0",,"26.2","32.3","20.6"
"CA006158355","TORONTO CITY, ON CA","2018-08-07","11.2",,"24.2","32.3","21.5"
"CA006158355","TORONTO CITY, ON CA","2018-08-08","79.2",,"23.1","27.9","19.5"
"CA006158355","TORONTO CITY, ON CA","2018-08-09","0.5",,"23.3",,
"CA006158355","TORONTO CITY, ON CA","2018-08-10","1.0",,"22.5","29.8","17.5"
"CA006158355","TORONTO CITY, ON CA","2018-08-11","0.0",,"22.2","26.6","17.0"
"CA006158355","TORONTO CITY, ON CA","2018-08-12","0.0",,"23.8","27.5","17.0"
"CA006158355","TORONTO CITY, ON CA","2018-08-13","0.0",,"23.8","27.5","20.4"
"CA006158355","TORONTO CITY, ON CA","2018-08-14","0.0",,"25.2","30.4","20.9"
"CA006158355","TORONTO CITY, ON CA","2018-08-15","0.0",,"26.5","31.6","20.9"
"CA006158355","TORONTO CITY, ON CA","2018-08-16","0.0",,"25.5","31.7","20.9"
"CA006158355","TORONTO CITY, ON CA","2018-08-17","2.8",,"24.4","29.0","21.5"
"CA006158355","TORONTO CITY, ON CA","2018-08-18","23.6",,"22.4","27.4","19.8"
"CA006158355","TORONTO CITY, ON CA","2018-08-19","0.0",,"21.7",,
"CA006158355","TORONTO CITY, ON CA","2018-08-20","0.0",,"22.3","25.1","18.8"
"CA006158355","TORONTO CITY, ON CA","2018-08-21","0.0",,"23.2","25.2","19.8"
"CA006158355","TORONTO CITY, ON CA","2018-08-22","10.9",,"20.3","25.8","19.1"
"CA006158355","TORONTO CITY, ON CA","2018-08-23","0.0",,"20.4","26.7","15.7"
"CA006158355","TORONTO CITY, ON CA","2018-08-24","0.0",,"21.9","27.3","15.7"
"CA006158355","TORONTO CITY, ON CA","2018-08-25","0.0",,"22.6","26.7","16.8"
"CA006158355","TORONTO CITY, ON CA","2018-08-26","8.9",,"23.8",,
"CA006158355","TORONTO CITY, ON CA","2018-08-27","3.0",,"23.7","29.2","20.3"
"CA006158355","TORONTO CITY, ON CA","2018-08-28","0.0",,"26.5",,
"CA006158355","TORONTO CITY, ON CA","2018-08-29","0.0",,"26.2","32.3","22.8"
"CA006158355","TORONTO CITY, ON CA","2018-08-30","0.0",,"18.9","28.9","16.2"
"CA006158355","TORONTO CITY, ON CA","2018-08-31","0.0",,"19.1","22.5","16.2"
"CA006158355","TORONTO CITY, ON CA","2018-09-01","0.0",,"21.5","27.4","17.0"
"CA006158355","TORONTO CITY, ON CA","2018-09-02","0.0",,"24.6","27.7","17.0"
"CA006158355","TORONTO CITY, ON CA","2018-09-03","0.0",,"25.3","32.0","22.3"
"CA006158355","TORONTO CITY, ON CA","2018-09-04","0.0",,"24.2",,
"CA006158355","TORONTO CITY, ON CA","2018-09-05","0.0",,"26.1",,
"CA006158355","TORONTO CITY, ON CA","2018-09-06","1.5",,"24.6","32.3","20.7"
"CA006158355","TORONTO CITY, ON CA","2018-09-07","0.0",,"20.3","26.4","17.2"
"CA006158355","TORONTO CITY, ON CA","2018-09-08","0.0",,"16.6","23.7","13.5"
"CA006158355","TORONTO CITY, ON CA","2018-09-09","0.0",,"14.1","17.8","11.5"
"CA006158355","TORONTO CITY, ON CA","2018-09-10","24.1",,"14.3","16.5","11.5"
"CA006158355","TORONTO CITY, ON CA","2018-09-11","8.9",,"17.3",,
"CA006158355","TORONTO CITY, ON CA","2018-09-12","0.0",,"18.2","23.1","14.2"
"CA006158355","TORONTO CITY, ON CA","2018-09-13","0.0",,"20.7",,
"CA006158355","TORONTO CITY, ON CA","2018-09-14","0.0",,"23.1",,
"CA006158355","TORONTO CITY, ON CA","2018-09-15","0.0",,"22.9","27.7","20.6"
"CA006158355","TORONTO CITY, ON CA","2018-09-16","0.0",,"23.7","28.7","20.7"
"CA006158355","TORONTO CITY, ON CA","2018-09-18","0.0",,"24.2",,
"CA006158355","TORONTO CITY, ON CA","2018-09-19","0.0",,"17.4","27.6","15.3"
"CA006158355","TORONTO CITY, ON CA","2018-09-20","0.0",,"17.9","20.8","15.5"
"CA006158355","TORONTO CITY, ON CA","2018-09-21","0.0",,"23.1",,
"CA006158355","TORONTO CITY, ON CA","2018-09-22","0.0",,"14.8","30.8","10.9"
"CA006158355","TORONTO CITY, ON CA","2018-09-23","0.0",,"13.6","18.4","9.7"
"CA006158355","TORONTO CITY, ON CA","2018-09-24","0.0",,"17.1",,
"CA006158355","TORONTO CITY, ON CA","2018-09-25","12.7",,"18.3",,
"CA006158355","TORONTO CITY, ON CA","2018-09-26","4.1",,"20.6","22.5","16.0"
"CA006158355","TORONTO CITY, ON CA","2018-09-27","0.0",,"14.2","22.5","10.3"
"CA006158355","TORONTO CITY, ON CA","2018-09-28","0.0",,"16.8",,
"CA006158355","TORONTO CITY, ON CA","2018-09-29","3.8",,"13.1","23.0","9.5"
"CA006158355","TORONTO CITY, ON CA","2018-09-30","0.0",,"11.9","16.5","9.5"
"CA006158355","TORONTO CITY, ON CA","2018-10-25","0.0",,"5.4","7.9","2.8"
"CA006158355","TORONTO CITY, ON CA","2018-10-26","0.0",,"7.0","8.7","5.2"
"CA006158355","TORONTO CITY, ON CA","2018-10-27","7.2",,"4.2","6.9","1.4"
"CA006158355","TORONTO CITY, ON CA","2018-10-28","1.7",,"4.0","6.2","1.8"
"CA006158355","TORONTO CITY, ON CA","2018-10-29","0.4",,"5.9","9.1","2.6"
"CA006158355","TORONTO CITY, ON CA","2018-10-30","0.4",,"5.6","10.3","0.8"
"CA006158355","TORONTO CITY, ON CA","2018-10-31","10.6",,"9.6","13.3","6.0"
"CA006158355","TORONTO CITY, ON CA","2018-11-01","33.3",,"7.2","9.1","5.3"
"CA006158355","TORONTO CITY, ON CA","2018-11-02","4.0","0.0","5.2","6.1","4.3"
"CA006158355","TORONTO CITY, ON CA","2018-11-03","1.5","0.0","5.1","7.4","2.8"
"CA006158355","TORONTO CITY, ON CA","2018-11-04","0.2","0.0","4.3","7.5","1.0"
"CA006158355","TORONTO CITY, ON CA","2018-11-06","5.6",,"12.6","16.4","8.9"
"CA006158355","TORONTO CITY, ON CA","2018-11-07","0.5",,"7.6","10.0","5.2"
"CA006158355","TORONTO CITY, ON CA","2018-11-08","0.3",,"4.9","6.3","3.6"
"CA006158355","TORONTO CITY, ON CA","2018-11-09","12.2","0.0","3.7","5.2","2.3"
"CA006158355","TORONTO CITY, ON CA","2018-11-10","0.0","0.0","0.9","3.5","-1.8"
"CA006158355","TORONTO CITY, ON CA","2018-11-11","0.0","0.0","1.8","4.7","-1.1"
"CA006158355","TORONTO CITY, ON CA","2018-11-12","1.3","0.0","4.2","6.3","2.1"
"CA006158355","TORONTO CITY, ON CA","2018-11-13","0.2","0.0","-0.1","2.7","-2.8"
"CA006158355","TORONTO CITY, ON CA","2018-11-14","0.0",,"-1.7","0.7","-4.0"
"CA006158355","TORONTO CITY, ON CA","2018-11-15","11.3",,"-1.0","1.3","-3.2"
"CA006158355","TORONTO CITY, ON CA","2018-11-16","7.0","50.0","2.0","3.3","0.6"
"CA006158355","TORONTO CITY, ON CA","2018-11-17","0.2","20.0","0.8","3.4","-1.9"
"CA006158355","TORONTO CITY, ON CA","2018-11-18","0.0","10.0","0.4","3.4","-2.6"
"CA006158355","TORONTO CITY, ON CA","2018-11-19","0.0","0.0","1.6","4.3","-1.0"
"CA006158355","TORONTO CITY, ON CA","2018-11-20","0.5","0.0","0.6","3.2","-2.1"
